BillNo,Month,Year,Customer,Discount 5%,Discount 12%,Discount 18%,Discount 28%
A4588,1,2018,"BETHANY HOSPITAL, PERUNAD",0,1,0,0
A4595,1,2018,"KURIAN'S MEDICALS, RANNY",0,1,0,0
A4596,1,2018,"ORANGE MEDICALS, KADAPRA",0,1,0,0
A4591,1,2018,"JOSE & SONS MEDICALS, THIRUVALLA",0,1,0,0
A4599,1,2018,"AMIL MEDICALS, THIRUVALLA",0,1,0,0
A4586,1,2018,"M.G MEDICALS, MANNAR",0,1,0,0
A4594,1,2018,"PUTHANPARAMBIL MEDICALS, PURAMATTOM",0,1,0,0
A4592,1,2018,"CENTRAL MEDICALS, THADIYOOR",0,1,0,0
A4598,1,2018,"MANNAR MEDICALS, MANNAR",0,1,0,0
A4600,1,2018,"C.M HOSPITAL, PANDALAM",0,0,1,0
A4634,1,2018,"ORMA MEDICALS, ADOOR",0,1,0,0
A4636,1,2018,"KADAVIL MEDICALS, MANNAR",0,1,0,0
A4631,1,2018,"ASWAS COMMUNITY PHARMACY, ADOOR",0,1,0,0
A4648,1,2018,"THOMSON MEDICALS, TIRUVALLA",1,0,0,0
A4639,1,2018,"MARIA HOSPITAL, ADOOR",0,1,0,0
A4617,1,2018,"KARUNYAM MEDICALS, CHENGANNUR",0,1,0,0
A4601,1,2018,"VAZHAPLAVIL MEDICALS, PANDALAM",0,1,0,0
A4606,1,2018,"PULIMOOTTIL MEDICALS, CHENGANOOR",0,1,0,0
A4623,1,2018,"PALLIPARAMPIL MEDICALS, VENNIKULAM",0,1,0,0
A4640,1,2018,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",0,1,0,0
A4610,1,2018,"SAHAYA MEDICALS, CHENGANNUR",0,1,0,0
A4644,1,2018,"SOUTHERN DRUG HOUSE, THIRUVALLA",0,1,0,0
A4632,1,2018,"THE UNIVERSAL MEDICAL STORES, CHENGANOOR",0,1,0,0
A4625,1,2018,"MARIA HOSPITAL, ADOOR",0,1,0,0
A4637,1,2018,"DURGA MEDICALS, BUDHANOOR.NR FED BANK",0,1,0,0
A4622,1,2018,"CENTURY HOSPITAL, CENTRAL TRAVANCORE SPECIALISTS ",0,1,0,0
A4647,1,2018,"NEETHI MEDICALS, KANGAZHA",0,1,0,0
A4604,1,2018,"PUNNON LIFECARE MEDICALS, COURT ROAD,CHENGANOOR",0,1,0,0
A4630,1,2018,"NEETHI MEDICALS, M.M JN  PANDALAM",0,1,0,0
A4643,1,2018,"CHITRA HOSPITAL, PANDALAM",0,1,0,0
A4641,1,2018,"NEETHI MEDICALS. PALLIPPADI, KARAKKAD",0,1,0,0
A4621,1,2018,"DELIGHT'S MEDICALS, CHENGANNUR",0,1,0,0
A4618,1,2018,"ATTILETHU  MEDICALS, KULANADA",0,1,0,0
A4627,1,2018,"NEETHI MEDICAL STORE, CENTRAL ADOOR",0,1,0,0
A4605,1,2018,"NEETHI MEDICALS, NEAR COLLEGE JN ",0,1,0,0
A4646,1,2018,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",0,1,0,0
A4615,1,2018,"PADAPARAMBIL MEDICALS, PURAMATTOM",0,1,0,0
A4607,1,2018,"THUSHARA MEDICALS, PANDALAM",0,1,0,0
A4611,1,2018,"RELIEF MEDICALS & SURGICALS, CHENGANOOR",0,1,0,0
A4620,1,2018,"LEKSHMI MEDICALS, KUTOOR",0,1,0,0
A4645,1,2018,"DR.P T SHAJI, PAIPPAD",0,1,0,0
A4642,1,2018,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",0,1,0,0
A4609,1,2018,"CHERUKARA DRUG HOUSE, CHENGANOOR",0,1,0,0
A4629,1,2018,"ANI SURG MEDICALS, PRAVINKOODU",0,1,0,0
A4602,1,2018,"BHARATH MEDICALS, CHENGANNUR",0,1,0,0
A4635,1,2018,"KARUNYA MEDICALS, CHENGANOOR",0,1,0,0
A4626,1,2018,"SOORAJ MEDICALS, PLANKAMON",0,1,0,0
A4603,1,2018,"DR.VARGHESE.V.JACOB, MEDICAL CENTER PEDI:",0,1,0,0
A4613,1,2018,"ATHIRA MEDICALS, PALLIPADI, KARAKKAD",0,1,0,0
A4608,1,2018,"K.R.MEDICALS, KALLISSERY",0,1,0,0
A4633,1,2018,"DINA MEDICALS, MAMOOD",0,1,0,0
A4619,1,2018,"TRINITY MEDICALS, KUTOOR",0,1,0,0
A4638,1,2018,"MANNAR MEDICALS, MANNAR",0,1,0,0
A4612,1,2018,"HOLY CROSS HOSPITAL, ADOOR",0,1,0,0
A4614,1,2018,"S.D MEDICALS, CHENGANNUR",0,1,0,0
A4628,1,2018,"PUTHENVILAYIL MEDICALS, PANDALAM",0,1,0,0
A4624,1,2018,"BHARATH MEDICALS, KIZHAKENMUTTOOR",0,1,0,0
A4616,1,2018,"WELL CURE MEDICALS, MULAKKUZHA.CGNR",0,1,0,0
A4658,1,2018,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",0,1,0,0
A4659,1,2018,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",0,1,0,0
A4657,1,2018,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",0,1,0,0
A4651,1,2018,"ANJALI MEDICALS, THIRUVALLA",0,1,0,0
A4654,1,2018,"JANAMITHRA MEDICALS, PAIPAD",0,1,0,0
A4655,1,2018,"AMIL MEDICALS, THIRUVALLA",0,1,0,0
A4653,1,2018,"MARANGAT MEDICALS, KAVUMBHAGOM",0,1,0,0
A4660,1,2018,"AMIL MEDICALS, THIRUVALLA",0,1,0,0
A4649,1,2018,"DEEPA MEDICALS, CHENNITHALA",0,1,0,0
A4652,1,2018,"KIZHAKINATH MEDICALS, PAIPPAD",0,1,0,0
A4661,1,2018,"MOOTHEDATHU MEDICALS, ERAVIPEROOR",0,1,0,0
A4650,1,2018,"CENTRAL MEDICALS, THADIYOOR",0,1,0,0
A4662,1,2018,"TRAVANCORE MEDICALS, PULLAD",0,1,0,0
A4656,1,2018,"PADAPARAMBIL MEDICALS, PURAMATTOM",0,1,0,0
A4665,1,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A4677,1,2018,"FRIENDS MEDICALS, PATHANAMTHITTA",1,0,0,0
A4680,1,2018,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",0,1,0,0
A4679,1,2018,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",0,1,0,0
A4671,1,2018,"JESWIN MEDICALS, THENGANA",0,1,0,0
A4669,1,2018,"REMEDY MEDICALS, CHANGANACHERRY",0,1,0,0
A4663,1,2018,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",0,1,0,0
A4668,1,2018,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",0,1,0,0
A4687,1,2018,"HOLY CROSS HOSPITAL, ADOOR",0,1,0,0
A4676,1,2018,"DR.BALASUBRAMANIAN G, MAVELIKKARA",0,1,0,0
A4682,1,2018,"NEETHI MEDICALS, THEKKEMALA",0,1,0,0
A4681,1,2018,"THOMSON MEDICALS, CHANGANASERY",0,1,0,0
A4666,1,2018,"MAHAJUBILE MEMORIAL HOSPITAL, EDATHUA",0,1,0,0
A4690,1,2018,"HAFZA MEDICALS, PATHANAMTHITTA",0,1,0,0
A4686,1,2018,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",0,1,0,0
A4674,1,2018,"ASWAS MEDICALS, KURISHUMMOODU",0,1,0,0
A4673,1,2018,"KANNAMPALLIL MEDICALS, THENGANA",0,1,0,0
A4685,1,2018,"THOMSON MEDICALS, TIRUVALLA",0,1,0,0
A4678,1,2018,"THOMSON MEDICALS, THENGANA",0,1,0,0
A4672,1,2018,"MATTAPARAMPIL MEDICALS, CHANGANASSERY",0,1,0,0
A4683,1,2018,"TRAVANCORE MEDICALS, PATHANAMTHITTA",0,1,0,0
A4684,1,2018,"KANJIRAMON MEDICALS, KOZHENCHERRY",0,1,0,0
A4667,1,2018,"LOURDU MATHA HOSPITAL, PACHA",0,1,0,0
A4675,1,2018,"J M J MEDICALS, LAIKADU",0,1,0,0
A4688,1,2018,"SAM MEDICALS, PATHANAMTHITTA",0,1,0,0
A4689,1,2018,"MADAPPALLIL MEDICALS, OPPOSITE GOVT.HOSPITAL",0,1,0,0
A4670,1,2018,"JOSE & SONS MEDICALS, THIRUVALLA",0,1,0,0
A4664,1,2018,"BHAGAVATH MEDICALS, THIRUVALLA",0,1,0,0
A4710,1,2018,"ST.GEORGE MEDICALS, KOZHENCHERY",1,0,0,0
A4695,1,2018,"POYANIL HOSPITAL, KOZHENCHERRY",0,1,0,0
A4700,1,2018,"MANNAR MEDICALS, PATHANAMTHITTA",0,1,0,0
A4719,1,2018,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",0,1,0,0
A4713,1,2018,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",0,1,0,0
A4709,1,2018,"DR.CHACKO (BETSETHA(H), VALLAMKULAM",0,1,0,0
A4711,1,2018,"NEETHI MEDICAL STORE, KUMBANADU",0,1,0,0
A4705,1,2018,"PULOOR DRUG HOUSE, KOZHENCHERRY",0,1,0,0
A4704,1,2018,"SOUTHERN MEDICALS, KOZHENCHERY",0,1,0,0
A4716,1,2018,"MODERN DRUG HOUSE, PATHANAMTHITTA",0,1,0,0
A4722,1,2018,"CENTURY HOSPITAL, CENTRAL TRAVANCORE SPECIALISTS ",0,1,0,0
A4703,1,2018,"ST.LUKE HOSPITAL, PATHANAMTHITTA",0,1,0,0
A4696,1,2018,"MADATHIL MEDICALS, KOZHANCHERY",0,1,0,0
A4698,1,2018,"ABIN MEDICALS, ST.MARY'S ROAD",0,1,0,0
A4718,1,2018,"AISWARYA MEDICALS, KUTOOR",0,1,0,0
A4692,1,2018,"NEETHY MEDICAL STORE, PULLAD",0,1,0,0
A4694,1,2018,"ST.MARY'S HOSPITAL, ERAVIPEROOR",0,1,0,0
A4715,1,2018,"PAZHANJIYIL MEDICALS, KOZHENCHERY",0,1,0,0
A4707,1,2018,"PHILIPS MEDICALS, NELLAD",0,1,0,0
A4712,1,2018,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",0,1,0,0
A4702,1,2018,"MUTTUMON MEDICALS, KUMBANAD",0,1,0,0
A4714,1,2018,"ST.LUKE HOSPITAL, PATHANAMTHITTA",0,1,0,0
A4697,1,2018,"THACHILEATHU MEDICALS, NEAR GOVT HOSPITAL",0,1,0,0
A4699,1,2018,"S.D MEDICALS, CHENGANNUR",0,1,0,0
A4691,1,2018,"MAMMARAPALLIL MEDICALS, PULLAD ",0,1,0,0
A4706,1,2018,"T & T MEDICALS, KOZHENCHERRY",0,1,0,0
A4720,1,2018,"SOUTHERN DRUG HOUSE, THIRUVALLA",0,1,0,0
A4708,1,2018,"MOOTHEDATHU MEDICALS, ERAVIPEROOR",0,1,0,0
A4693,1,2018,"JACOBS MEDICALS, KUMBANAD",0,1,0,0
A4701,1,2018,"KOODATHUMANNIL MEDICALS, KOZHENCHERRY",0,1,0,0
A4721,1,2018,"BHAGAVATH MEDICALS, THIRUVALLA",0,1,0,0
A4717,1,2018,"VIMALA MEDICALS, THONIPUZHA",0,1,0,0
A4736,1,2018,"NEETHI MEDICALS, KANGAZHA",0,1,0,0
A4723,1,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A4730,1,2018,"DR.CHACKO (BETSETHA(H), VALLAMKULAM",0,1,0,0
A4733,1,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A4734,1,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A4735,1,2018,"EBENEZER HOSPITAL, KAYAMKULAM",0,1,0,0
A4739,1,2018,"ANJALI MEDICALS, THIRUVALLA",0,1,0,0
A4726,1,2018,"ST.MARY'S HOSPITAL, ERAVIPEROOR",0,1,0,0
A4732,1,2018,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",0,1,0,0
A4725,1,2018,"AMIL MEDICALS, THIRUVALLA",0,1,0,0
A4724,1,2018,"KANJIRAMON MEDICALS, KOZHENCHERRY",0,1,0,0
A4738,1,2018,"NEETHI MEDICALS, ERAVIPEROOR  SCB",0,1,0,0
A4727,1,2018,"KADAVIL MEDICALS, MANNAR",0,1,0,0
A4731,1,2018,"M.N.MEDICALS, CHOONAD",0,1,0,0
A4729,1,2018,"CHERUPUSHPAM J.J. MEDICALS, THIRUVALLA",0,1,0,0
A4737,1,2018,"SAKTHI MEDICALS, UDUMBUMCHOLA",0,0,1,0
A4728,1,2018,"PUSHPAGIRI MEDICAL SOCIETY, PUSHPAGIRI MEDICAL COLLEGE",0,0,1,0
A4773,1,2018,"THOMSON MEDICALS, TIRUVALLA",1,0,0,0
A4774,1,2018,"KADAVIL MEDICALS, MANNAR",0,1,0,0
A4762,1,2018,"ASWAS COMMUNITY PHARMACY, ADOOR",0,1,0,0
A4758,1,2018,"MARIA HOSPITAL, ADOOR",0,1,0,0
A4743,1,2018,"C.M HOSPITAL, PANDALAM",0,1,0,0
A4746,1,2018,"HOLY CROSS HOSPITAL, ADOOR",0,1,0,0
A4779,1,2018,"NEETHY MEDICAL STORE, KARUKACHAL",0,1,0,0
A4741,1,2018,"NEETHI MEDICALS, M.M JN  PANDALAM",0,1,0,0
A4755,1,2018,"UDAYA MEDICALS, PANDALAM",0,1,0,0
A4760,1,2018,"NEETHI MEDICAL STORES, MANNAR",0,1,0,0
A4745,1,2018,"DR.HELEENA PETER, RIHAS SKINCARE CLINIC,ADOOR",0,1,0,0
A4772,1,2018,"ATTILETHU  MEDICALS, KULANADA",0,1,0,0
A4747,1,2018,"MAMMEN MEMORIAL HOSPITAL, CHENGANUR",0,1,0,0
A4756,1,2018,"THE UNIVERSAL MEDICAL STORES, CHENGANOOR",0,1,0,0
A4781,1,2018,"ANJALI MEDICALS, THIRUVALLA",0,1,0,0
A4742,1,2018,"NEETHI MEDICALS, NEAR COLLEGE JN ",0,1,0,0
A4769,1,2018,"ORMA MEDICALS, ADOOR",0,1,0,0
A4740,1,2018,"NEETHI MEDICAL STORE, CENTRAL ADOOR",0,1,0,0
A4757,1,2018,"DELIGHT'S MEDICALS, CHENGANNUR",0,1,0,0
A4761,1,2018,"DURGA MEDICALS, BUDHANOOR.NR FED BANK",0,1,0,0
A4776,1,2018,"ORANGE MEDICALS, KADAPRA",0,1,0,0
A4759,1,2018,"VAZHAPLAVIL MEDICALS, PANDALAM",0,1,0,0
A4777,1,2018,"AMIL MEDICALS, THIRUVALLA",0,1,0,0
A4754,1,2018,"USHA HOSPITAL, CHENGANNOOR",0,1,0,0
A4765,1,2018,"APPOLO MEDICALS, ADOOR",0,1,0,0
A4749,1,2018,"LEKSHMI MEDICALS, KUTOOR",0,1,0,0
A4767,1,2018,"PUNNON LIFECARE MEDICALS, COURT ROAD,CHENGANOOR",0,1,0,0
A4768,1,2018,"PUTHENVILAYIL MEDICALS, PANDALAM",0,1,0,0
A4775,1,2018,"MANNAR MEDICALS, MANNAR",0,1,0,0
A4778,1,2018,"S.N.MEDICALS, KADAPRA",0,1,0,0
A4752,1,2018,"ATHIRA MEDICALS, PALLIPADI, KARAKKAD",0,1,0,0
A4770,1,2018,"RELIEF MEDICALS & SURGICALS, CHENGANOOR",0,1,0,0
A4751,1,2018,"S.D MEDICALS, CHENGANNUR",0,1,0,0
A4763,1,2018,"THUSHARA MEDICALS, PANDALAM",0,1,0,0
A4764,1,2018,"ALPHA MEDICALS, CHENGANNUR",0,1,0,0
A4748,1,2018,"K.R.MEDICALS, KALLISSERY",0,1,0,0
A4766,1,2018,"KARUNYA MEDICALS, ADOOR",0,1,0,0
A4750,1,2018,"BHARATH MEDICALS, CHENGANNUR",0,1,0,0
A4780,1,2018,"NITHIN MEDICALS, THIRUVALLA",0,1,0,0
A4753,1,2018,"WELL CURE MEDICALS, MULAKKUZHA.CGNR",0,1,0,0
A4744,1,2018,"JOSE & SONS MEDICALS, THIRUVALLA",0,1,0,0
A4771,1,2018,"C.M HOSPITAL, PANDALAM",0,0,1,0
A4785,1,2018,"KIZHAKINATH MEDICALS, PAIPPAD",0,1,0,0
A4792,1,2018,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",0,1,0,0
A4787,1,2018,"MARANGAT MEDICALS, KAVUMBHAGOM",0,1,0,0
A4786,1,2018,"JAI MEDICALS, THIRUVALLA",0,1,0,0
A4793,1,2018,"THOMSON MEDICALS, TIRUVALLA",0,1,0,0
A4796,1,2018,"DR.RAJAN MATHEWS, CHILDREN'S MEDICAL CENTRE",0,1,0,0
A4789,1,2018,"AMIL MEDICALS, THIRUVALLA",0,1,0,0
A4795,1,2018,"MOOTHEDATHU MEDICALS, ERAVIPEROOR",0,1,0,0
A4783,1,2018,"MOOTHEDATHU MEDICALS, ERAVIPEROOR",0,1,0,0
A4797,1,2018,"TRAVANCORE MEDICALS, PULLAD",0,1,0,0
A4788,1,2018,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",0,1,0,0
A4790,1,2018,"DINA MEDICALS, MAMOOD",0,1,0,0
A4782,1,2018,"KANNAMPALLIL MEDICALS, THENGANA",0,1,0,0
A4794,1,2018,"ANJALI MEDICALS, THIRUVALLA",0,1,0,0
A4784,1,2018,"DEEPTHI MEDICALS, KAYAMKULAM",0,1,0,0
A4791,1,2018,"MARY QUEEN'S ALLERGY CLINIC, THIRUVALLA",0,0,1,0
A4807,1,2018,"JESWIN MEDICALS, THENGANA",0,1,0,0
A4803,1,2018,"REMEDY MEDICALS, CHANGANACHERRY",0,1,0,0
A4802,1,2018,"KANNAMPALLIL MEDICALS, THENGANA",0,1,0,0
A4813,1,2018,"DINA MEDICALS, MAMOOD",0,1,0,0
A4805,1,2018,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",0,1,0,0
A4804,1,2018,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",0,1,0,0
A4799,1,2018,"ATTILETHU  MEDICALS, KULANADA",0,1,0,0
A4817,1,2018,"AISWARYA MEDICALS, KUTOOR",0,1,0,0
A4815,1,2018,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",0,1,0,0
A4810,1,2018,"NEETHI MEDICALS, KUNNUMPURAM",0,1,0,0
A4812,1,2018,"KADAVIL MEDICALS, MANNAR",0,1,0,0
A4818,1,2018,"THOMSON MEDICALS, THENGANA",0,1,0,0
A4809,1,2018,"NEETHI MEDICALS, KUNNUMPURAM",0,1,0,0
A4811,1,2018,"KARUNYAM MEDICALS, CHENGANNUR",0,1,0,0
A4800,1,2018,"SOUTHERN DRUG HOUSE, THIRUVALLA",0,0,1,0
A4816,1,2018,"CHERUPUSHPAM J.J. MEDICALS, THIRUVALLA",0,1,0,0
A4814,1,2018,"SOORAJ MEDICALS, PLANKAMON",0,1,0,0
A4808,1,2018,"MATTAPARAMPIL MEDICALS, CHANGANASSERY",0,0,1,0
A4798,1,2018,"BHADRA MEDICALS, NEERATTUPURAM",0,1,0,0
A4806,1,2018,"ASWAS MEDICALS, KURISHUMMOODU",0,1,0,0
A4801,1,2018,"JOSE & SONS MEDICALS, THIRUVALLA",0,1,0,0
A4819,1,2018,"NEETHI MEDICALS, NEDUMKUNNAM",0,1,0,0
A4870,1,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",1,0,0,0
A4856,1,2018,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",1,0,0,0
A4832,1,2018,"SOUTHERN MEDICALS, KOZHENCHERY",0,1,0,0
A4834,1,2018,"ABIN MEDICALS, ST.MARY'S ROAD",0,1,0,0
A4848,1,2018,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",0,1,0,0
A4835,1,2018,"MEDICAL TRUST HOSPITAL, KULANADA",0,1,0,0
A4839,1,2018,"POYANIL HOSPITAL, KOZHENCHERRY",0,1,0,0
A4841,1,2018,"FELLOWSHIP MISSION HOSPITAL, KUMBANAD",0,1,0,0
A4862,1,2018,"HOLY CROSS HOSPITAL, ADOOR",0,1,0,0
A4864,1,2018,"PULOOR DRUG HOUSE, KOZHENCHERRY",0,1,0,0
A4838,1,2018,"PEOPLES HOSPITAL, PATHANAMTHITTA",0,1,0,0
A4860,1,2018,"MODERN DRUG HOUSE, PATHANAMTHITTA",0,1,0,0
A4836,1,2018,"MEDICAL TRUST HOSPITAL, KULANADA",0,1,0,0
A4840,1,2018,"NEETHI MEDICALS(SCB 195), MEMANA BUILDING.PULLAD",0,1,0,0
A4825,1,2018,"MADATHIL MEDICALS, KOZHANCHERY",0,1,0,0
A4845,1,2018,"NEETHI MEDICAL STORE, KUMBANADU",0,1,0,0
A4821,1,2018,"NEETHY MEDICAL STORE, PULLAD",0,1,0,0
A4820,1,2018,"NEETHI MEDICALS, THEKKEMALA",0,1,0,0
A4829,1,2018,"FRIENDS MEDICALS, PATHANAMTHITTA",0,1,0,0
A4831,1,2018,"ST.GEORGE MEDICALS, KOZHENCHERY",0,1,0,0
A4842,1,2018,"MADAPPALLIL MEDICALS, OPPOSITE GOVT.HOSPITAL",0,1,0,0
A4833,1,2018,"PRATHIBHA MEDICALS, VECHOOCHIRA",0,1,0,0
A4828,1,2018,"ST.MARY'S HOSPITAL, ERAVIPEROOR",0,1,0,0
A4857,1,2018,"DR.ROY ALEXANDER, CHILDRENS CLINIC",0,1,0,0
A4824,1,2018,"HAFZA MEDICALS, PATHANAMTHITTA",0,1,0,0
A4847,1,2018,"KOODATHUMANNIL MEDICALS, KOZHENCHERRY",0,1,0,0
A4866,1,2018,"AISWARYA MEDICALS, KUTOOR",0,1,0,0
A4861,1,2018,"PHILIPS MEDICALS, NELLAD",0,1,0,0
A4822,1,2018,"KANJIRAMON MEDICALS, KOZHENCHERRY",0,1,0,0
A4826,1,2018,"KUMBANAD MEDICALS, KUMBANAD",0,1,0,0
A4854,1,2018,"MUTTUMON MEDICALS, KUMBANAD",0,1,0,0
A4844,1,2018,"TRAVANCORE MEDICALS, PATHANAMTHITTA",0,1,0,0
A4837,1,2018,"T & T MEDICALS, KOZHENCHERRY",0,1,0,0
A4853,1,2018,"APPOLO MEDICALS, ADOOR",0,1,0,0
A4852,1,2018,"MANNAR MEDICALS, PATHANAMTHITTA",0,1,0,0
A4846,1,2018,"SIMON GEORGE & SONS, PATHANAMTHITTA",0,1,0,0
A4830,1,2018,"MAMMARAPALLIL MEDICALS, PULLAD ",0,1,0,0
A4867,1,2018,"DR.C.C.BABU MEMORIAL MEDICAL CENTRE, ATHIKAYAM",0,1,0,0
A4823,1,2018,"SNEHA MEDICALS, PATHANAMTHITTA",0,1,0,0
A4850,1,2018,"PREETHI MEDICALS, ELENTHOOR",0,1,0,0
A4843,1,2018,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",0,1,0,0
A4868,1,2018,"DINA MEDICALS, MAMOOD",0,1,0,0
A4855,1,2018,"CENTRAL MEDICALS, THADIYOOR",0,1,0,0
A4863,1,2018,"VETTATHARA MEDICALS, KOZHENCHERRY",0,1,0,0
A4849,1,2018,"S.D MEDICALS, CHENGANNUR",0,0,1,0
A4851,1,2018,"SAM MEDICALS, PATHANAMTHITTA",0,1,0,0
A4865,1,2018,"GIRI MEDICALS, THIRUVALLA",0,0,1,0
A4859,1,2018,"MOOTHEDATHU MEDICALS, ERAVIPEROOR",0,1,0,0
A4827,1,2018,"SONIA MEDICALS, PATHANAMTHITTA",0,1,0,0
A4858,1,2018,"JINI MEDICALS, MARAMON",0,1,0,0
A4869,1,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A4871,1,2018,"MARANGAT MEDICALS, KAVUMBHAGOM",0,0,1,0
A4873,1,2018,"AMIL MEDICALS, THIRUVALLA",1,0,0,0
A4890,1,2018,"NEETHI MEDICALS, KANGAZHA",0,1,0,0
A4889,1,2018,"ST.GREGORIOUS HOSPITAL, PARUMALA",0,1,0,0
A4885,1,2018,"DR.V.K.SANJEEV.MD.DM, NEURO CLINIC ,CHRY",0,1,0,0
A4881,1,2018,"DR.HELEENA PETER, RIHAS SKINCARE CLINIC,ADOOR",0,1,0,0
A4878,1,2018,"DISTRICT MEDI BANK (M), MEDICAL COLLEGE (H) COMPOUND,",0,1,0,0
A4874,1,2018,"KOTTARATHIL MEDICALS, RANNY",0,1,0,0
A4883,1,2018,"ST.LUKE HOSPITAL, PATHANAMTHITTA",0,0,1,0
A4882,1,2018,"DR.C.K.KOSHY, CHAKKUTHARA CLINIC",0,1,0,0
A4880,1,2018,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",0,1,0,0
A4887,1,2018,"DR.MATHEW JOHN, ST.STEPHEN'S CLINIC",0,1,0,0
A4892,1,2018,"DR.ANDREWS VINCENT PALACKAL, CHANGANACHERRY",0,1,0,0
A4891,1,2018,"SOUTHERN DRUG HOUSE, THIRUVALLA",0,1,0,0
A4893,1,2018,"AISWARYA MEDICALS, KUTOOR",0,1,0,0
A4888,1,2018,"G.K HOSPITAL, THIRUVALLA",0,1,0,0
A4872,1,2018,"LEKSHMI MEDICALS, KUTOOR",0,1,0,0
A4879,1,2018,"SANKER'S HEALTHCARE MEDICALS, NEAR TDMCH, ALAPPUZHA.",0,1,0,0
A4876,1,2018,"CENTRAL MEDICALS, THADIYOOR",0,1,0,0
A4877,1,2018,"ST.GEORGE MEDICALS, KOZHENCHERY",0,1,0,0
A4875,1,2018,"BETHEL MEDICALS, THADIYOOR",0,1,0,0
A4884,1,2018,"GIRI MEDICALS, THIRUVALLA",0,1,0,0
A4886,1,2018,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",0,0,1,0
A4898,2,2018,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A4897,2,2018,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",0,1,0,0
A4906,2,2018,"NEETHI MEDICAL STORES, MANNAR",0,1,0,0
A4900,2,2018,"NEETHI MEDICALS, KANGAZHA",0,1,0,0
A4902,2,2018,"KURIAN'S MEDICALS, RANNY",0,1,0,0
A4909,2,2018,"ANJALI MEDICALS, THIRUVALLA",0,1,0,0
A4907,2,2018,"DR.VARGHESE.V.JACOB, MEDICAL CENTER PEDI:",0,1,0,0
A4896,2,2018,"S.N.MEDICALS, KADAPRA",0,1,0,0
A4895,2,2018,"M.G MEDICALS, MANNAR",0,1,0,0
A4903,2,2018,"PADAPARAMBIL MEDICALS, PURAMATTOM",0,1,0,0
A4908,2,2018,"THOMSON MEDICALS, TIRUVALLA",0,1,0,0
A4899,2,2018,"MOOTHEDATHU MEDICALS, ERAVIPEROOR",0,1,0,0
A4905,2,2018,"JAI MEDICALS, THIRUVALLA",0,1,0,0
A4901,2,2018,"PUTHANPARAMBIL MEDICALS, PURAMATTOM",0,1,0,0
A4894,2,2018,"KADAVIL MEDICALS, MANNAR",0,1,0,0
A4904,2,2018,"MED CARE PHARMACY, KAVUMBHAGUM",0,1,0,0
A4918,2,2018,"SAHAYA MEDICALS, CHENGANNUR",0,1,0,0
A4936,2,2018,"UDAYA MEDICALS, PANDALAM",0,1,0,0
A4955,2,2018,"KADAVIL MEDICALS, MANNAR",0,1,0,0
A4944,2,2018,"DELIGHT'S MEDICALS, CHENGANNUR",0,1,0,0
A4927,2,2018,"PENCOS MEDICALS, CHENGANOOR",0,1,0,0
A4948,2,2018,"ASWAS COMMUNITY PHARMACY, ADOOR",0,1,0,0
A4939,2,2018,"CENTURY HOSPITAL, CENTRAL TRAVANCORE SPECIALISTS ",0,1,0,0
A4942,2,2018,"MEDICAL TRUST HOSPITAL, KULANADA",0,1,0,0
